10111100 00000000 -32610 32609 -32610 32609 -32610 32609 -32610 32609 -32610 32609 000000000 000000000
10111100 00000000 -32602 32601 -32602 32601 -32602 32601 -32602 32601 -32602 32601 000000000 000000000
10111100 00000000 -32594 32593 -32594 32593 -32594 32593 -32594 32593 -32594 32593 000000000 000000000
10111100 00000000 -32586 32585 -32586 32585 -32586 32585 -32586 32585 -32586 32585 000000000 000000000
10111100 00000000 -32578 32577 -32578 32577 -32578 32577 -32578 32577 -32578 32577 000000000 000000000
10111100 00000000 -32570 32569 -32570 32569 -32570 32569 -32570 32569 -32570 32569 000000000 000000000
10111100 00000000 -32562 32561 -32562 32561 -32562 32561 -32562 32561 -32562 32561 000000000 000000000
10111100 00000000 -32554 32553 -32554 32553 -32554 32553 -32554 32553 -32554 32553 000000000 000000000
10111100 00000000 -32546 32545 -32546 32545 -32546 32545 -32546 32545 -32546 32545 000000000 000000000
10111100 00000000 -32538 32537 -32538 32537 -32538 32537 -32538 32537 -32538 32537 000000000 000000000
10111100 00000000 -32530 32529 -32530 32529 -32530 32529 -32530 32529 -32530 32529 000000000 000000000
10111100 00000000 -32522 32521 -32522 32521 -32522 32521 -32522 32521 -32522 32521 000000000 000000000
10111100 00000000 -32514 32513 -32514 32513 -32514 32513 -32514 32513 -32514 32513 000000000 000000000
10111100 00000000 -32506 32505 -32506 32505 -32506 32505 -32506 32505 -32506 32505 000000000 000000000
10111100 00000000 -32498 32497 -32498 32497 -32498 32497 -32498 32497 -32498 32497 000000000 000000000
10111100 00000000 -32490 32489 -32490 32489 -32490 32489 -32490 32489 -32490 32489 000000000 000000000
10111100 00000000 -32482 32481 -32482 32481 -32482 32481 -32482 32481 -32482 32481 000000000 000000000
10111100 00000000 -32474 32473 -32474 32473 -32474 32473 -32474 32473 -32474 32473 000000000 000000000
10111100 00000000 -32466 32465 -32466 32465 -32466 32465 -32466 32465 -32466 32465 000000000 000000000
10111100 00000000 -32458 32457 -32458 32457 -32458 32457 -32458 32457 -32458 32457 000000000 000000000
10111100 00000000 -32450 32449 -32450 32449 -32450 32449 -32450 32449 -32450 32449 000000000 000000000
10111100 00000000 -32442 32441 -32442 32441 -32442 32441 -32442 32441 -32442 32441 000000000 000000000
10111100 00000000 -32434 32433 -32434 32433 -32434 32433 -32434 32433 -32434 32433 000000000 000000000
10111100 00000000 -32426 32425 -32426 32425 -32426 32425 -32426 32425 -32426 32425 000000000 000000000
10111100 00000000 -32418 32417 -32418 32417 -32418 32417 -32418 32417 -32418 32417 000000000 000000000
10111100 00000000 -32410 32409 -32410 32409 -32410 32409 -32410 32409 -32410 32409 000000000 000000000
10111100 00000000 -32402 32401 -32402 32401 -32402 32401 -32402 32401 -32402 32401 000000000 000000000
10111100 00000000 -32394 32393 -32394 32393 -32394 32393 -32394 32393 -32394 32393 000000000 000000000
10111100 00000000 -32386 32385 -32386 32385 -32386 32385 -32386 32385 -32386 32385 000000000 000000000
10111100 00000000 -32378 32377 -32378 32377 -32378 32377 -32378 32377 -32378 32377 000000000 000000000
10111100 00000000 -32370 32369 -32370 32369 -32370 32369 -32370 32369 -32370 32369 000000000 000000000
10111100 00000000 -32362 32361 -32362 32361 -32362 32361 -32362 32361 -32362 32361 000000000 000000000
10111100 00000000 -32354 32353 -32354 32353 -32354 32353 -32354 32353 -32354 32353 000000000 000000000
10111100 00000000 -32346 32345 -32346 32345 -32346 32345 -32346 32345 -32346 32345 000000000 000000000
10111100 00000000 -32338 32337 -32338 32337 -32338 32337 -32338 32337 -32338 32337 000000000 000000000
10111100 00000000 -32330 32329 -32330 32329 -32330 32329 -32330 32329 -32330 32329 000000000 000000000
10111100 00000000 -32322 32321 -32322 32321 -32322 32321 -32322 32321 -32322 32321 000000000 000000000
10111100 00000000 -32314 32313 -32314 32313 -32314 32313 -32314 32313 -32314 32313 000000000 000000000
10111100 00000000 -32306 32305 -32306 32305 -32306 32305 -32306 32305 -32306 32305 000000000 000000000
10111100 00000000 -32298 32297 -32298 32297 -32298 32297 -32298 32297 -32298 32297 000000000 000000000
10111100 00000000 -32290 32289 -32290 32289 -32290 32289 -32290 32289 -32290 32289 000000000 000000000
10111100 00000000 -32282 32281 -32282 32281 -32282 32281 -32282 32281 -32282 32281 000000000 000000000
10111100 00000000 -32274 32273 -32274 32273 -32274 32273 -32274 32273 -32274 32273 000000000 000000000
10111100 00000000 -32266 32265 -32266 32265 -32266 32265 -32266 32265 -32266 32265 000000000 000000000
10111100 00000000 -32258 32257 -32258 32257 -32258 32257 -32258 32257 -32258 32257 000000000 000000000
10111100 00000000 -32250 32249 -32250 32249 -32250 32249 -32250 32249 -32250 32249 000000000 000000000
10111100 00000000 -32242 32241 -32242 32241 -32242 32241 -32242 32241 -32242 32241 000000000 000000000
10111100 00000000 -32234 32233 -32234 32233 -32234 32233 -32234 32233 -32234 32233 000000000 000000000
10111100 00000000 -32226 32225 -32226 32225 -32226 32225 -32226 32225 -32226 32225 000000000 000000000
10111100 00000000 -32218 32217 -32218 32217 -32218 32217 -32218 32217 -32218 32217 000000000 000000000
10111100 00000000 -32210 32209 -32210 32209 -32210 32209 -32210 32209 -32210 32209 000000000 000000000
10111100 00000000 -32202 32201 -32202 32201 -32202 32201 -32202 32201 -32202 32201 000000000 000000000
10111100 00000000 -32194 32193 -32194 32193 -32194 32193 -32194 32193 -32194 32193 000000000 000000000
10111100 00000000 -32186 32185 -32186 32185 -32186 32185 -32186 32185 -32186 32185 000000000 000000000
10111100 00000000 -32178 32177 -32178 32177 -32178 32177 -32178 32177 -32178 32177 000000000 000000000
