0000000091C7 000000007FFF
0000000005DF 0000000005DF
000000005993 000000005993
00000000903D 000000007FFF
000000005F7D 000000005F7D
0000000065AC 0000000065AC
000000000691 000000000691
000000006EC7 000000006EC7
000000007156 000000007156
00000000E15B 000000007FFF
0000000021C2 0000000021C2
0000000027E8 0000000027E8
000000001FCA 000000001FCA
0000000052CC 0000000052CC
00000000C8D0 000000007FFF
000000003B14 000000003B14
000000004C85 000000004C85
00000000DDFA 000000007FFF
00000000C1BA 000000007FFF
00000000DFD2 000000007FFF
000000003BD7 000000003BD7
00000000E176 000000007FFF
000000005737 000000005737
000000006FCC 000000006FCC
000000008C4D 000000007FFF
00000000CAAF 000000007FFF
00000000FD2F 000000007FFF
00000000B93A 000000007FFF
00000000DDF3 000000007FFF
00000000228E 00000000228E
000000003498 000000003498
0000000097A3 000000007FFF
000000003966 000000003966
000000009E20 000000007FFF
00000000E2DA 000000007FFF
00000000AFAA 000000007FFF
000000009E9C 000000007FFF
00000000AB58 000000007FFF
000000002CA7 000000002CA7
00000000E902 000000007FFF
00000000DE53 000000007FFF
00000000DF3A 000000007FFF
0000000008B3 0000000008B3
00000000CE1D 000000007FFF
000000003BCB 000000003BCB
00000000F303 000000007FFF
000000001C09 000000001C09
0000000062E9 0000000062E9
0000000063E0 0000000063E0
000000007C79 000000007C79
0000000090E1 000000007FFF
000000007E86 000000007E86
000000000EBF 000000000EBF
00000000724E 00000000724E
00000000BC37 000000007FFF
000000008868 000000007FFF
00000000B341 000000007FFF
000000000B46 000000000B46
000000004A8D 000000004A8D
000000003E8A 000000003E8A
000000006A08 000000006A08
000000005156 000000005156
00000000C7CD 000000007FFF
00000000B8BC 000000007FFF
0000000014A6 0000000014A6
000000009725 000000007FFF
00000000EA50 000000007FFF
00000000F962 000000007FFF
00000000B0BF 000000007FFF
00000000EFA6 000000007FFF
00000000DEAA 000000007FFF
000000008EAF 000000007FFF
00000000BCE3 000000007FFF
000000007E54 000000007E54
00000000FA88 000000007FFF
000000005A40 000000005A40
0000000064F2 0000000064F2
00000000277D 00000000277D
00000000AF38 000000007FFF
000000002D81 000000002D81
000000001329 000000001329
0000000073A3 0000000073A3
00000000FA63 000000007FFF
00000000B8E8 000000007FFF
00000000D6B0 000000007FFF
00000000E949 000000007FFF
00000000274B 00000000274B
000000004E2F 000000004E2F
000000006F86 000000006F86
000000008524 000000007FFF
000000007BBB 000000007BBB
00000000328B 00000000328B
00000000BB62 000000007FFF
000000004EA6 000000004EA6
00000000BA09 000000007FFF
000000008B59 000000007FFF
00000000AD89 000000007FFF
0000000030D0 0000000030D0
00000000D97D 000000007FFF
0000000027CC 0000000027CC
00000000763E 00000000763E
00000000378E 00000000378E
000000006D07 000000006D07
000000008E2B 000000007FFF
000000006B4B 000000006B4B
000000001D29 000000001D29
0000000063FD 0000000063FD
00000000F5C2 000000007FFF
00000000EB74 000000007FFF
000000001FF1 000000001FF1
000000008449 000000007FFF
000000000150 000000000150
0000000065CF 0000000065CF
0000000048AF 0000000048AF
000000004301 000000004301
000000003EA9 000000003EA9
000000008024 000000007FFF
0000000061F2 0000000061F2
00000000CEEB 000000007FFF
00000000A225 000000007FFF
000000008F17 000000007FFF
000000008841 000000007FFF
00000000907D 000000007FFF
000000008FCE 000000007FFF
000000008E0F 000000007FFF
000000005941 000000005941
0000000023A0 0000000023A0
0000000069C7 0000000069C7
000000006A9B 000000006A9B
000000005FF9 000000005FF9
00000000AFE0 000000007FFF
0000000068D8 0000000068D8
00000000B338 000000007FFF
00000000B072 000000007FFF
0000000048EE 0000000048EE
000000000153 000000000153
000000006030 000000006030
00000000D38F 000000007FFF
000000001E10 000000001E10
000000008CB6 000000007FFF
00000000A00A 000000007FFF
00000000F155 000000007FFF
00000000E83C 000000007FFF
00000000DC5D 000000007FFF
0000000036DB 0000000036DB
000000003893 000000003893
00000000FB08 000000007FFF
00000000B245 000000007FFF
00000000722E 00000000722E
00000000AFC3 000000007FFF
000000003787 000000003787
000000002C53 000000002C53
000000002E05 000000002E05
00000000A638 000000007FFF
0000000090BB 000000007FFF
00000000E9D8 000000007FFF
000000005BC4 000000005BC4
0000000051F1 0000000051F1
000000008BB6 000000007FFF
000000001502 000000001502
00000000575E 00000000575E
00000000E8ED 000000007FFF
00000000E949 000000007FFF
00000000D119 000000007FFF
00000000DDEA 000000007FFF
000000009D20 000000007FFF
00000000303F 00000000303F
0000000037AC 0000000037AC
0000000043ED 0000000043ED
0000000044C8 0000000044C8
000000000946 000000000946
000000009856 000000007FFF
00000000C7B2 000000007FFF
000000006046 000000006046
00000000B737 000000007FFF
00000000D4E5 000000007FFF
00000000E68D 000000007FFF
000000007D3F 000000007D3F
00000000200E 00000000200E
0000000036CA 0000000036CA
000000007F2C 000000007F2C
000000007AD7 000000007AD7
00000000DAEA 000000007FFF
00000000DF9F 000000007FFF
0000000012FF 0000000012FF
0000000003F7 0000000003F7
000000009893 000000007FFF
000000006EC1 000000006EC1
00000000DE56 000000007FFF
000000004335 000000004335
000000003EA1 000000003EA1
00000000C35D 000000007FFF
000000004DCF 000000004DCF
00000000A0AE 000000007FFF
00000000A692 000000007FFF
0000000092CE 000000007FFF
00000000A12F 000000007FFF
000000003139 000000003139
000000007AD2 000000007AD2
000000001E50 000000001E50
000000000489 000000000489
00000000E985 000000007FFF
000000000FA9 000000000FA9
00000000A9F0 000000007FFF
0000000081E0 000000007FFF
0000000074A0 0000000074A0
000000006109 000000006109
00000000FBEC 000000007FFF
00000000C98D 000000007FFF
000000005B35 000000005B35
000000007B44 000000007B44
0000000095E4 000000007FFF
00000000A39C 000000007FFF
000000009812 000000007FFF
0000000018C7 0000000018C7
000000005739 000000005739
0000000019F3 0000000019F3
0000000073D2 0000000073D2
000000009864 000000007FFF
00000000649A 00000000649A
00000000C99B 000000007FFF
00000000DE4C 000000007FFF
000000004F7D 000000004F7D
00000000E3E9 000000007FFF
000000008809 000000007FFF
00000000D63C 000000007FFF
00000000931E 000000007FFF
00000000CFAD 000000007FFF
000000007D2D 000000007D2D
00000000132D 00000000132D
000000003E8C 000000003E8C
00000000CB50 000000007FFF
000000002143 000000002143
00000000F0DF 000000007FFF
000000006DF4 000000006DF4
000000001AED 000000001AED
00000000210C 00000000210C
000000000C78 000000000C78
00000000A9A4 000000007FFF
00000000956B 000000007FFF
0000000084B2 000000007FFF
00000000F4C7 000000007FFF
0000000042CD 0000000042CD
00000000B0FC 000000007FFF
00000000E90F 000000007FFF
0000000010FF 0000000010FF
0000000071B8 0000000071B8
00000000AF5B 000000007FFF
0000000095C0 000000007FFF
00000000F33E 000000007FFF
00000000B539 000000007FFF
00000000E344 000000007FFF
00000000A8A1 000000007FFF
000000005FA9 000000005FA9
000000000C57 000000000C57
00000000A65C 000000007FFF
00000000F8DF 000000007FFF
00000000DD04 000000007FFF
0000000019AA 0000000019AA
0000000093FB 000000007FFF
00000000C809 000000007FFF
00000000B4FB 000000007FFF
0000000097B8 000000007FFF
000000006A34 000000006A34
00000000C29B 000000007FFF
00000000CF9E 000000007FFF
000000003C5F 000000003C5F
00000000FEA0 000000007FFF
00000000CD88 000000007FFF
000000001CA3 000000001CA3
00000000B8E8 000000007FFF
00000000D1D6 000000007FFF
00000000E03A 000000007FFF
00000000D810 000000007FFF
000000001C8F 000000001C8F
00000000A803 000000007FFF
000000009B28 000000007FFF
00000000C780 000000007FFF
00000000A641 000000007FFF
00000000B2FC 000000007FFF
00000000E9CF 000000007FFF
000000001F63 000000001F63
000000004E06 000000004E06
000000004368 000000004368
00000000A229 000000007FFF
00000000C51C 000000007FFF
000000004477 000000004477
000000008F18 000000007FFF
00000000227D 00000000227D
00000000A9B6 000000007FFF
0000000092B8 000000007FFF
0000000041B8 0000000041B8
0000000028A7 0000000028A7
000000002BE8 000000002BE8
00000000FB04 000000007FFF
00000000FF59 000000007FFF
000000008BC5 000000007FFF
000000008CE1 000000007FFF
00000000476D 00000000476D
000000002A96 000000002A96
00000000A2A0 000000007FFF
00000000C501 000000007FFF
00000000A537 000000007FFF
000000006C99 000000006C99
00000000F57C 000000007FFF
0000000034E9 0000000034E9
00000000B8E8 000000007FFF
00000000D8AA 000000007FFF
00000000D48E 000000007FFF
000000001991 000000001991
00000000EB2B 000000007FFF
00000000703D 00000000703D
00000000F4A5 000000007FFF
000000002BA9 000000002BA9
00000000C230 000000007FFF
000000007340 000000007340
00000000C05C 000000007FFF
00000000B7CD 000000007FFF
000000005823 000000005823
00000000970E 000000007FFF
0000000079D8 0000000079D8
000000006AA6 000000006AA6
000000002F2E 000000002F2E
000000006A8D 000000006A8D
000000007D57 000000007D57
00000000A757 000000007FFF
000000000E9F 000000000E9F
00000000AFC8 000000007FFF
000000006A8C 000000006A8C
00000000D35E 000000007FFF
00000000613E 00000000613E
00000000E208 000000007FFF
000000004DE2 000000004DE2
00000000D6BA 000000007FFF
000000003C48 000000003C48
00000000CB48 000000007FFF
00000000F1EA 000000007FFF
00000000A001 000000007FFF
0000000053C0 0000000053C0
0000000090AC 000000007FFF
0000000041D5 0000000041D5
000000006149 000000006149
00000000FCC3 000000007FFF
000000007D20 000000007D20
000000003C46 000000003C46
00000000DD7D 000000007FFF
000000002DBE 000000002DBE
0000000019E4 0000000019E4
000000002FA4 000000002FA4
000000000441 000000000441
00000000A152 000000007FFF
000000008F2D 000000007FFF
00000000BE08 000000007FFF
00000000FCE8 000000007FFF
000000007971 000000007971
00000000CF1F 000000007FFF
00000000F864 000000007FFF
000000001EFC 000000001EFC
000000001FE9 000000001FE9
00000000734A 00000000734A
000000000273 000000000273
00000000C677 000000007FFF
000000006BC4 000000006BC4
00000000692A 00000000692A
000000001081 000000001081
00000000E298 000000007FFF
00000000659E 00000000659E
000000007134 000000007134
000000000265 000000000265
000000004053 000000004053
00000000825D 000000007FFF
0000000005DC 0000000005DC
00000000D034 000000007FFF
00000000A543 000000007FFF
000000007250 000000007250
000000006E58 000000006E58
00000000255E 00000000255E
00000000087B 00000000087B
0000000067B3 0000000067B3
0000000029C7 0000000029C7
00000000C09C 000000007FFF
00000000F299 000000007FFF
000000005CC8 000000005CC8
00000000B700 000000007FFF
000000000252 000000000252
000000001766 000000001766
000000005F90 000000005F90
00000000F289 000000007FFF
00000000147A 00000000147A
00000000488D 00000000488D
00000000E31B 000000007FFF
000000004E59 000000004E59
00000000A826 000000007FFF
000000009242 000000007FFF
00000000745E 00000000745E
000000007D03 000000007D03
00000000DACD 000000007FFF
000000005DB5 000000005DB5
00000000121A 00000000121A
00000000D305 000000007FFF
0000000051D0 0000000051D0
000000003C1D 000000003C1D
00000000CC6F 000000007FFF
00000000DEB2 000000007FFF
00000000D60B 000000007FFF
0000000045AB 0000000045AB
000000004B4C 000000004B4C
0000000039D3 0000000039D3
00000000D629 000000007FFF
00000000FE23 000000007FFF
00000000A6FD 000000007FFF
000000003B17 000000003B17
00000000D106 000000007FFF
00000000493B 00000000493B
00000000D2FD 000000007FFF
00000000AE38 000000007FFF
0000000081F7 000000007FFF
00000000FD07 000000007FFF
00000000D0D2 000000007FFF
00000000689F 00000000689F
00000000DACA 000000007FFF
000000005D2D 000000005D2D
00000000C25C 000000007FFF
0000000069AA 0000000069AA
000000003A0F 000000003A0F
00000000A5BB 000000007FFF
000000005133 000000005133
000000006481 000000006481
0000000011A7 0000000011A7
00000000E2A7 000000007FFF
000000004417 000000004417
00000000CE21 000000007FFF
000000005DC9 000000005DC9
00000000328B 00000000328B
00000000A6C8 000000007FFF
000000004DF2 000000004DF2
000000001B2A 000000001B2A
00000000EA0D 000000007FFF
0000000047B3 0000000047B3
0000000076A8 0000000076A8
00000000BDFD 000000007FFF
000000005C57 000000005C57
000000004A65 000000004A65
00000000BEB1 000000007FFF
0000000097BA 000000007FFF
000000003C0F 000000003C0F
000000001849 000000001849
0000000020D1 0000000020D1
00000000AC9D 000000007FFF
000000007F2F 000000007F2F
00000000112B 00000000112B
00000000BDAC 000000007FFF
00000000CCE2 000000007FFF
00000000AEBA 000000007FFF
0000000099B8 000000007FFF
0000000094F7 000000007FFF
000000007B16 000000007B16
000000007E5B 000000007E5B
0000000048D3 0000000048D3
000000000778 000000000778
0000000065E0 0000000065E0
000000000D62 000000000D62
000000005380 000000005380
000000003F76 000000003F76
000000003C82 000000003C82
000000008753 000000007FFF
000000007E26 000000007E26
000000007C31 000000007C31
00000000FEB6 000000007FFF
000000006C2F 000000006C2F
0000000034FA 0000000034FA
00000000A42D 000000007FFF
000000001272 000000001272
000000009DCD 000000007FFF
0000000057EE 0000000057EE
00000000D24E 000000007FFF
00000000A776 000000007FFF
00000000028A 00000000028A
0000000053BB 0000000053BB
00000000C57C 000000007FFF
000000003252 000000003252
0000000011BD 0000000011BD
00000000FCFF 000000007FFF
000000008E65 000000007FFF
000000009C28 000000007FFF
00000000852C 000000007FFF
00000000555F 00000000555F
00000000FABF 000000007FFF
00000000EC69 000000007FFF
00000000E42B 000000007FFF
000000006477 000000006477
000000003031 000000003031
00000000FD7F 000000007FFF
00000000E7F7 000000007FFF
000000002950 000000002950
000000006D6F 000000006D6F
00000000C6A8 000000007FFF
000000003D61 000000003D61
000000009887 000000007FFF
00000000B1DC 000000007FFF
00000000D0AE 000000007FFF
00000000F40A 000000007FFF
00000000F0F8 000000007FFF
00000000D9CE 000000007FFF
00000000EB0D 000000007FFF
00000000C79E 000000007FFF
000000006021 000000006021
0000000036B0 0000000036B0
000000005489 000000005489
0000000046B1 0000000046B1
00000000141E 00000000141E
000000007DFD 000000007DFD
000000002E0F 000000002E0F
00000000A9B0 000000007FFF
000000008F9F 000000007FFF
000000001EB5 000000001EB5
00000000B0E4 000000007FFF
000000003444 000000003444
000000007FA6 000000007FA6
0000000002A9 0000000002A9
000000007B4C 000000007B4C
000000006DA1 000000006DA1
00000000256C 00000000256C
00000000D453 000000007FFF
0000000006C8 0000000006C8
00000000565F 00000000565F
00000000C5E3 000000007FFF
0000000030B0 0000000030B0
00000000F044 000000007FFF
0000000015C7 0000000015C7
00000000AB73 000000007FFF
000000006C79 000000006C79
000000004D02 000000004D02
00000000F129 000000007FFF
000000007C54 000000007C54
000000007964 000000007964
00000000FC67 000000007FFF
00000000872C 000000007FFF
0000000089A7 000000007FFF
00000000A064 000000007FFF
000000008144 000000007FFF
000000001742 000000001742
00000000D280 000000007FFF
00000000A139 000000007FFF
00000000E5B1 000000007FFF
0000000017B6 0000000017B6
0000000016FE 0000000016FE
000000007619 000000007619
000000005AD3 000000005AD3
00000000D1A3 000000007FFF
000000006431 000000006431
00000000983E 000000007FFF
00000000AFCE 000000007FFF
000000001A5A 000000001A5A
000000006DFB 000000006DFB
00000000F9B6 000000007FFF
00000000A510 000000007FFF
000000006795 000000006795
00000000FDA0 000000007FFF
00000000FF57 000000007FFF
00000000F387 000000007FFF
00000000A02D 000000007FFF
000000001DB1 000000001DB1
0000000041C7 0000000041C7
00000000FE15 000000007FFF
000000001593 000000001593
000000000DCF 000000000DCF
00000000B5BD 000000007FFF
000000004BBD 000000004BBD
000000000B8C 000000000B8C
00000000A1A1 000000007FFF
0000000053DC 0000000053DC
000000002D1C 000000002D1C
000000007F3A 000000007F3A
0000000059C6 0000000059C6
00000000AE96 000000007FFF
00000000EE5C 000000007FFF
0000000087BE 000000007FFF
0000000096FE 000000007FFF
00000000C038 000000007FFF
000000005D26 000000005D26
000000006B8D 000000006B8D
0000000005C2 0000000005C2
0000000043A0 0000000043A0
00000000616C 00000000616C
00000000CBFA 000000007FFF
000000008653 000000007FFF
0000000083EA 000000007FFF
00000000FF34 000000007FFF
00000000EA13 000000007FFF
00000000EF4E 000000007FFF
00000000366E 00000000366E
000000004874 000000004874
00000000E1DE 000000007FFF
0000000002CC 0000000002CC
000000002B7C 000000002B7C
0000000024B4 0000000024B4
00000000EE6D 000000007FFF
00000000AFE7 000000007FFF
00000000F6F7 000000007FFF
000000008BD2 000000007FFF
00000000DD9E 000000007FFF
000000002541 000000002541
00000000B58E 000000007FFF
00000000FA7E 000000007FFF
000000005CDF 000000005CDF
0000000062AC 0000000062AC
00000000E266 000000007FFF
00000000DC27 000000007FFF
00000000C6D6 000000007FFF
00000000F6CF 000000007FFF
00000000686A 00000000686A
000000005FE5 000000005FE5
00000000187F 00000000187F
00000000BC08 000000007FFF
00000000B9FC 000000007FFF
000000004E7B 000000004E7B
000000005C52 000000005C52
000000003DE1 000000003DE1
00000000EF18 000000007FFF
000000000FB6 000000000FB6
0000000019F3 0000000019F3
000000004F99 000000004F99
000000003537 000000003537
00000000BC59 000000007FFF
0000000030B5 0000000030B5
00000000F6EA 000000007FFF
000000008E40 000000007FFF
000000009B69 000000007FFF
000000002E94 000000002E94
000000008A3F 000000007FFF
000000005E6A 000000005E6A
000000002C26 000000002C26
00000000F20D 000000007FFF
0000000050F8 0000000050F8
000000002EB8 000000002EB8
00000000B72B 000000007FFF
000000008A87 000000007FFF
000000004BA8 000000004BA8
000000005B05 000000005B05
00000000FC17 000000007FFF
00000000E86C 000000007FFF
00000000AAD3 000000007FFF
000000001EDD 000000001EDD
00000000A8A7 000000007FFF
00000000AFCB 000000007FFF
00000000E6FB 000000007FFF
00000000C35A 000000007FFF
000000004B58 000000004B58
0000000007FE 0000000007FE
00000000417A 00000000417A
00000000B4E3 000000007FFF
00000000AE63 000000007FFF
00000000B6EA 000000007FFF
000000003D30 000000003D30
00000000160D 00000000160D
000000005400 000000005400
00000000D70A 000000007FFF
00000000194E 00000000194E
0000000006AA 0000000006AA
00000000030F 00000000030F
000000003743 000000003743
00000000903D 000000007FFF
00000000E3D3 000000007FFF
000000007B54 000000007B54
00000000285F 00000000285F
0000000059C0 0000000059C0
000000007F9A 000000007F9A
00000000CB25 000000007FFF
00000000E346 000000007FFF
000000006C1F 000000006C1F
00000000B665 000000007FFF
00000000EF47 000000007FFF
00000000DC35 000000007FFF
00000000A563 000000007FFF
00000000AE09 000000007FFF
000000005489 000000005489
000000007369 000000007369
00000000BD1A 000000007FFF
000000008B88 000000007FFF
000000001641 000000001641
00000000DCB5 000000007FFF
00000000D6DF 000000007FFF
00000000D00E 000000007FFF
000000002379 000000002379
000000004835 000000004835
00000000E8EC 000000007FFF
000000000884 000000000884
00000000FB90 000000007FFF
000000000DD6 000000000DD6
000000007C0D 000000007C0D
00000000BED3 000000007FFF
000000005EA9 000000005EA9
00000000E319 000000007FFF
00000000E64B 000000007FFF
00000000BD63 000000007FFF
0000000095AB 000000007FFF
000000006247 000000006247
000000000CE7 000000000CE7
000000004FAD 000000004FAD
000000004A0E 000000004A0E
0000000025B7 0000000025B7
000000001A58 000000001A58
0000000047AF 0000000047AF
00000000563B 00000000563B
000000007DE2 000000007DE2
000000007106 000000007106
000000003F1E 000000003F1E
00000000255A 00000000255A
000000006B29 000000006B29
00000000D20A 000000007FFF
00000000ABC1 000000007FFF
0000000034D8 0000000034D8
00000000D26E 000000007FFF
0000000045EB 0000000045EB
000000008B89 000000007FFF
000000006C40 000000006C40
00000000CCC6 000000007FFF
00000000F56F 000000007FFF
000000008874 000000007FFF
000000005F05 000000005F05
00000000D247 000000007FFF
000000007752 000000007752
00000000C74F 000000007FFF
000000001C5D 000000001C5D
000000000F8B 000000000F8B
00000000E730 000000007FFF
00000000FC71 000000007FFF
0000000030CD 0000000030CD
00000000566F 00000000566F
000000002ACF 000000002ACF
0000000084A9 000000007FFF
000000003AED 000000003AED
000000002F09 000000002F09
0000000013A4 0000000013A4
000000003CAC 000000003CAC
000000001340 000000001340
000000009FCE 000000007FFF
000000006E65 000000006E65
000000006424 000000006424
00000000CBE8 000000007FFF
00000000A981 000000007FFF
000000008B05 000000007FFF
0000000072CD 0000000072CD
00000000982C 000000007FFF
000000002E90 000000002E90
000000004FFA 000000004FFA
000000008190 000000007FFF
0000000030F7 0000000030F7
000000008DC4 000000007FFF
0000000009AE 0000000009AE
00000000E5B0 000000007FFF
000000009E3D 000000007FFF
0000000013DC 0000000013DC
0000000066AE 0000000066AE
00000000A61F 000000007FFF
00000000618F 00000000618F
00000000D90F 000000007FFF
000000004AEC 000000004AEC
000000008070 000000007FFF
00000000AD69 000000007FFF
0000000039DE 0000000039DE
00000000E90C 000000007FFF
00000000A0FC 000000007FFF
00000000824E 000000007FFF
00000000808A 000000007FFF
000000008E28 000000007FFF
0000000042A6 0000000042A6
0000000002D8 0000000002D8
0000000089E4 000000007FFF
000000004890 000000004890
00000000F676 000000007FFF
00000000715F 00000000715F
000000002A16 000000002A16
000000004E82 000000004E82
000000002943 000000002943
000000001C4D 000000001C4D
00000000C863 000000007FFF
000000002DE6 000000002DE6
0000000067A3 0000000067A3
00000000441D 00000000441D
0000000041A8 0000000041A8
00000000A9D4 000000007FFF
00000000C7FC 000000007FFF
00000000E777 000000007FFF
00000000B057 000000007FFF
000000006EDB 000000006EDB
000000000660 000000000660
000000004805 000000004805
00000000F61F 000000007FFF
00000000888D 000000007FFF
0000000099E9 000000007FFF
000000002FDD 000000002FDD
000000005334 000000005334
00000000205E 00000000205E
00000000225C 00000000225C
00000000B2A0 000000007FFF
0000000079D8 0000000079D8
00000000D3B2 000000007FFF
00000000726E 00000000726E
000000006112 000000006112
000000005DDE 000000005DDE
00000000C9E1 000000007FFF
00000000904F 000000007FFF
0000000019AB 0000000019AB
000000007247 000000007247
00000000D48C 000000007FFF
0000000047A0 0000000047A0
00000000504B 00000000504B
00000000BDE7 000000007FFF
00000000A510 000000007FFF
00000000FBE7 000000007FFF
000000005AEA 000000005AEA
000000002611 000000002611
0000000001EE 0000000001EE
000000009312 000000007FFF
000000005B49 000000005B49
00000000AA99 000000007FFF
000000000270 000000000270
000000002B62 000000002B62
000000009200 000000007FFF
000000001544 000000001544
000000002465 000000002465
00000000EF1C 000000007FFF
00000000D8CA 000000007FFF
0000000082ED 000000007FFF
00000000C2E5 000000007FFF
000000009131 000000007FFF
00000000DED2 000000007FFF
0000000029F0 0000000029F0
00000000DD18 000000007FFF
000000008341 000000007FFF
000000006AD0 000000006AD0
00000000CA14 000000007FFF
00000000540E 00000000540E
000000002010 000000002010
0000000050CE 0000000050CE
0000000093CF 000000007FFF
00000000953A 000000007FFF
00000000CBE0 000000007FFF
000000004B8F 000000004B8F
000000002040 000000002040
00000000DBE3 000000007FFF
0000000020BD 0000000020BD
000000008704 000000007FFF
000000002E91 000000002E91
00000000E5D0 000000007FFF
00000000C64C 000000007FFF
00000000F4E9 000000007FFF
0000000001AF 0000000001AF
00000000F3DE 000000007FFF
0000000081C8 000000007FFF
000000003346 000000003346
000000009A6B 000000007FFF
000000003418 000000003418
000000006BFF 000000006BFF
000000008E7E 000000007FFF
00000000C3CD 000000007FFF
000000004F11 000000004F11
00000000A97E 000000007FFF
000000006312 000000006312
000000001138 000000001138
00000000FD85 000000007FFF
000000007C30 000000007C30
0000000021D9 0000000021D9
000000006C0B 000000006C0B
0000000055BF 0000000055BF
00000000CBF4 000000007FFF
000000006D13 000000006D13
00000000A9C6 000000007FFF
00000000EAAD 000000007FFF
00000000144D 00000000144D
00000000AD92 000000007FFF
0000000016FD 0000000016FD
00000000AE43 000000007FFF
00000000EB30 000000007FFF
00000000D145 000000007FFF
00000000DE92 000000007FFF
00000000E1A6 000000007FFF
00000000ABB9 000000007FFF
0000000089C8 000000007FFF
000000008530 000000007FFF
00000000FB3F 000000007FFF
000000006181 000000006181
00000000E505 000000007FFF
000000008F96 000000007FFF
00000000F9EE 000000007FFF
000000003F46 000000003F46
000000002025 000000002025
000000009EBC 000000007FFF
000000000BAF 000000000BAF
00000000BDFE 000000007FFF
000000006FA2 000000006FA2
00000000A6D7 000000007FFF
000000004520 000000004520
0000000053BB 0000000053BB
0000000072B2 0000000072B2
000000003BF0 000000003BF0
000000003027 000000003027
0000000014E7 0000000014E7
00000000881D 000000007FFF
000000006021 000000006021
000000001411 000000001411
00000000DD31 000000007FFF
000000003CCC 000000003CCC
00000000F149 000000007FFF
000000005A5C 000000005A5C
0000000020E8 0000000020E8
000000002D9E 000000002D9E
00000000DC97 000000007FFF
00000000CE9A 000000007FFF
00000000E232 000000007FFF
000000004B6B 000000004B6B
00000000FC23 000000007FFF
00000000AE5C 000000007FFF
00000000CB26 000000007FFF
00000000D27D 000000007FFF
00000000153B 00000000153B
0000000010DE 0000000010DE
000000001E2A 000000001E2A
00000000E3B5 000000007FFF
000000008526 000000007FFF
00000000F18A 000000007FFF
000000002E23 000000002E23
00000000F9B3 000000007FFF
00000000EB61 000000007FFF
00000000DA93 000000007FFF
000000002561 000000002561
000000005330 000000005330
000000005236 000000005236
000000001714 000000001714
00000000DF28 000000007FFF
0000000028AC 0000000028AC
000000008DEB 000000007FFF
00000000DF0B 000000007FFF
000000003719 000000003719
00000000F1D2 000000007FFF
000000009452 000000007FFF
000000007635 000000007635
000000005A5F 000000005A5F
00000000D7E9 000000007FFF
00000000C4F5 000000007FFF
00000000F705 000000007FFF
000000008641 000000007FFF
000000008E66 000000007FFF
00000000EB9C 000000007FFF
000000000153 000000000153
00000000A385 000000007FFF
000000004468 000000004468
000000001662 000000001662
000000003AB9 000000003AB9
00000000409B 00000000409B
00000000477F 00000000477F
00000000FD2B 000000007FFF
000000003F17 000000003F17
000000007F9F 000000007F9F
000000008E3D 000000007FFF
00000000CB2D 000000007FFF
0000000022C8 0000000022C8
00000000DCBB 000000007FFF
00000000C8A7 000000007FFF
000000005080 000000005080
000000008DCD 000000007FFF
00000000BF65 000000007FFF
000000006F20 000000006F20
000000006262 000000006262
000000005503 000000005503
000000008363 000000007FFF
