00000168A6AA 000000005A2A 198270005542912 198272870252544
0000011A9AD5 0000000046A7 155363638771712 155366146965504
000001D2042E 000000007481 256195185082368 256194799206400
00000019E300 000000000679 14231374135296 14233521618944
0000012B12A4 000000004AC5 164417022984192 164419938025472
0000000D161D 000000000346 7194313490432 7198365188096
00000052FE50 0000000014C0 45626112868352 45629732552704
0000018C2F33 00000000630C 217804661850112 217806381514752
000000B172F6 000000002C5D 97553655791616 97555887161344
000001785433 000000005E15 206889006661632 206888574648320
00000120F133 00000000483C 158847649972224 158845070475264
000001282602 000000004A0A 162809346260992 162813620256768
0000005FFE6E 000000001800 52773190107136 52776558133248
000000F3FE79 000000003D00 134137142837248 134140418588672
0000005EA22A 0000000017A9 52025291177984 52029233823744
0000003302CC 000000000CC1 28043552751616 28046136442880
000000E95D8B 000000003A57 128293990825984 128290673131520
00000122B765 0000000048AE 159823022784512 159824323018752
00000100B882 00000000402E 141133715865600 141132625346560
000000BF6428 000000002FD9 105218448556032 105218108817408
0000012E9D4D 000000004BA7 166364060844032 166361263243264
000001D72600 0000000075CA 259016596914176 259020887687168
000001200065 000000004800 158330525843456 158329674399744
00000159D70B 000000005676 190127561244672 190129612259328
0000006D8FF1 000000001B64 60232495529984 60232621359104
00000022CF0E 0000000008B4 19136344227840 19138374270976
000001BDB3CA 000000006F6D 245027435446272 245027884236800
000000C9ACD2 00000000326B 110872051580928 110870285778944
000000E6E4E6 0000000039B9 126935397040128 126933463465984
000000639AC1 0000000018E7 54758157058048 54760833024000
000001F13574 000000007C4D 273343429214208 273340308652032
0000000BAA78 0000000002EB 6413392805888 6416681140224
000000471E0A 0000000011C8 39097171181568 39101382262784
000000177EED 0000000005E0 12916958953472 12919261626368
000001664C3D 000000005993 196976301834240 196975790129152
00000040F566 00000000103D 35711361220608 35708358098944
0000017DF49C 000000005F7D 209982263918592 209980951101440
00000196B1A4 0000000065AC 223582344970240 223578817560576
0000001A4559 000000000691 14442578313216 14439680049152
000001BB1E83 000000006EC8 243607353163776 243610545029120
000001C55946 000000007156 249231101132800 249228362252288
000001856E40 00000000615C 214091771674624 214095529771008
000000870A55 0000000021C3 74239222743040 74242804678656
0000009FA3D2 0000000027E9 87762980044800 87763361726464
0000007F29C6 000000001FCA 69908696137728 69904887709696
0000014B33EF 0000000052CD 182080700940288 182080843546624
0000012340D7 0000000048D0 160118184345600 160116380794880
000000EC5070 000000003B14 129915110293504 129914170769408
000001321547 000000004C85 168270971797504 168268228722688
00000177EB86 000000005DFB 206664217133056 206665236348928
00000106E9CB 0000000041BA 144538089816064 144534239444992
0000017F4B94 000000005FD3 210718783700992 210719685476352
000000EF5C29 000000003BD7 131589556142080 131589208014848
00000185DBD5 000000006177 214327101489152 214327458004992
0000015CDCFF 000000005737 191789608730624 191787469635584
000001BF3169 000000006FCC 245846960504832 245843928023040
000000313566 000000000C4D 27052711346176 27049704030208
0000012ABE95 000000004AB0 164236508528640 164239549399040
000001F4BCE0 000000007D2F 275283512918016 275281633869824
000000E4E9EA 00000000393A 125846652190720 125842541772800
00000177CD64 000000005DF3 206599507410944 206596516872192
0000008A3984 00000000228E 75989816180736 75986561400832
000000D2612F 000000003498 115657421094912 115654879346688
0000005E8E8C 0000000017A4 51983163588608 51986284150784
000000E59818 000000003966 126220704415744 126220498894848
0000007881AC 000000001E20 66249165897728 66245575573504
0000018B6A9D 0000000062DB 217382500958208 217385474719744
000000BEA8D5 000000002FAA 104816168665088 104814381891584
0000007A7156 000000001E9C 67313596366848 67310727462912
000000AD63C4 000000002B59 95322000850944 95322504167424
000000B29DA4 000000002CA7 98195065536512 98191542321152
000001A40A54 000000006903 230919621312512 230923211636736
000001794E49 000000005E54 207426057928704 207429740527616
0000017CEA3D 000000005F3B 209410236350464 209414015418368
00000022CFFF 0000000008B4 19138365882368 19138374270976
00000138776A 000000004E1E 171780253679616 171781511970816
000000EF2CF8 000000003BCB 131488209174528 131486128799744
000001CC0D55 000000007303 252916308901888 252913444192256
00000070275C 000000001C0A 61657178963968 61658550501376
0000018BA5EE 0000000062E9 217509881970688 217505733804032
0000018F8270 0000000063E1 219632686333952 219636037582848
000001F1E5E8 000000007C79 273722363609088 273718265774080
00000043845A 0000000010E1 37117862346752 37117107372032
000001FA18BE 000000007E86 278229579464704 278227981434880
0000003AFC72 000000000EBF 32427959386112 32427003084800
000001C939EB 00000000724E 251362789031936 251358666031104
000000F0DC49 000000003C37 132414454104064 132413841735680
00000021A1A8 000000000868 18489096011776 18485539241984
000000CD0448 000000003341 112709135761408 112708531781632
0000002D1800 000000000B46 24790551232512 24790551232512
0000012A35C3 000000004A8D 163942689144832 163938901688320
000000FA29BB 000000003E8A 137528573165568 137524852817920
000001A8209E 000000006A08 233166509965312 233165184565248
000001455BA9 000000005157 178867478200320 178868208009216
0000011F3535 0000000047CD 157894184009728 157891587735552
000000E2F0B6 0000000038BC 124761740935168 124760210014208
000000529B8B 0000000014A7 45414002720768 45414984187904
0000005C97F2 000000001726 50903834951680 50903952392192
000001A9427E 000000006A51 233789011787776 233792249790464
000001E588E7 000000007962 266925569474560 266923627511808
000000C2FF85 0000000030C0 107201351909376 107202383708160
000001BE9BC2 000000006FA7 245525580349440 245526100443136
0000017AA930 000000005EAA 208171025039360 208168474902528
0000003ABD54 000000000EAF 32292420452352 32289564131328
000000F38D7F 000000003CE3 133894527516672 133891310485504
000001F9509E 000000007E54 277799810105344 277798484705280
000001EA20F1 000000007A88 269451089936384 269449068281856
000001690228 000000005A41 198466483519488 198470438748160
00000193CAC8 0000000064F3 221987062415360 221989679661056
0000009DF6E1 00000000277E 86841831194624 86844238725120
000000BCE093 000000002F38 103836366667776 103835129348096
000000B6072D 000000002D82 100070968000512 100072737996800
0000004CA660 00000000132A 42138733641728 42142219108352
000001CE8CB3 0000000073A3 254289335287808 254287833726976
000001E98FFC 000000007A64 269139797082112 269139830636544
000000E3A352 0000000038E9 125145301647360 125146757070848
0000015AC241 0000000056B1 190632668692480 190636418400256
000001A527BC 00000000694A 231532526567424 231533096992768
0000009D2C41 00000000274B 86406701514752 86406152060928
00000138BED2 000000004E30 171933597433856 171936130793472
000001BE1934 000000006F86 245245216292864 245242632601600
0000001493E4 000000000525 11312708976640 11312943857664
000001EEEDDF 000000007BBB 272090196344832 272086178201600
000000CA2D47 00000000328B 111147906760704 111145163685888
000000ED888E 000000003B62 130585381044224 130584185667584
0000013A9831 000000004EA6 172950154117120 172949743075328
000000E827EE 000000003A0A 127629101367296 127629248167936
0000002D65F3 000000000B59 24957945905152 24953759989760
000000B625DF 000000002D89 100136885682176 100132867538944
000000C340C3 0000000030D0 107341462634496 107339822661632
00000165F44B 00000000597D 196787440713728 196786811568128
0000009F3034 0000000027CC 87514694025216 87514253623296
000001D8FA97 00000000763F 260022881746944 260025910034432
000000DE3B19 00000000378F 122172701933568 122174639702016
000001B41CC6 000000006D07 239755329536000 239753664397312
00000038ACDD 000000000E2B 31157550841856 31155692765184
000001AD2EBF 000000006B4C 235945634824192 235948323373056
00000074A6E6 000000001D2A 64130086076416 64132451663872
0000018FF497 0000000063FD 219877822431232 219876555751424
000001D7087E 0000000075C2 258953229369344 258952168210432
000001ADD26E 000000006B75 236297138470912 236300510691328
0000007FC6E6 000000001FF2 70246119505920 70248485093376
000000112416 000000000449 9423342796800 9423158247424
0000000542AA 000000000151 2891943247872 2894807957504
000001973C69 0000000065CF 223880350269440 223879465271296
00000122BCCA 0000000048AF 159834611646464 159832912953344
0000010C076D 000000004302 147350504865792 147351737991168
000000FAA49B 000000003EA9 137792445218816 137791140790272
000000009175 000000000024 312370790400 309237645312
00000187CB01 0000000061F3 215390470799360 215392609894400
0000013BAFF8 000000004EEC 173550975582208 173551038496768
000000889672 000000002226 75089869537280 75093208203264
0000003C5F82 000000000F18 33190450298880 33191507263488
0000002104EF 000000000841 18152536670208 18150531792896
00000041F7A5 00000000107E 36265944678400 36266703847424
0000003F3B2F 000000000FCF 34761712074752 34763465293824
000000383CE1 000000000E0F 30917066227712 30915174596608
0000016507B8 000000005942 196279405641728 196280005427200
0000008E827A 0000000023A1 78345521856512 78348793413632
000001A71CA0 0000000069C7 232608180994048 232606838816768
000001AA6E1D 000000006A9C 234432447381504 234436494884864
0000017FE555 000000005FF9 211048963506176 211046102990848
000000BF806D 000000002FE0 105279156912128 105278238359552
000001A36373 0000000068D9 230561251590144 230562434383872
000000CCE32B 000000003339 112638029725696 112639812304896
000000C1CA71 000000003073 106537615884288 106540958744576
00000123B9E9 0000000048EE 160378180861952 160374078832640
000000054C81 000000000153 2913074151424 2911987826688
00000180C35B 000000006031 211525759401984 211527139328000
0000014E3C98 00000000538F 183748565925888 183747290857472
000000784324 000000001E11 66114881060864 66116726554624
00000032D8F1 000000000CB6 27953673011200 27951647162368
00000080286E 00000000200A 70455566270464 70454643523584
000001C555B1 000000007155 249223408779264 249219772317696
000001A0F38D 00000000683D 229221444091904 229222404587520
0000017176F0 000000005C5E 203115315855360 203117593362432
000000DB6D5F 0000000036DB 120631395876864 120628451475456
000000E24F95 000000003894 124415719243776 124416612630528
000001EC21D4 000000007B08 270552505778176 270548579909632
000000C91665 000000003246 110549010481152 110552458199040
000001C8BAEE 00000000722F 251090083774464 251092378058752
000000BF0E72 000000002FC4 105034385719296 105037720190976
000000DE1C3D 000000003787 122106431930368 122105920225280
000000B14FE8 000000002C54 97478380617728 97478577750016
000000B81728 000000002E06 101204801617920 101206609362944
00000098E292 000000002639 84049443946496 84052509982720
00000042EF73 0000000010BC 36798101192704 36799279792128
000001A7627C 0000000069D9 232758202859520 232761457639424
0000016F1089 000000005BC4 201795896868864 201794743435264
00000147C615 0000000051F2 180195533258752 180199647870976
0000002ED8BF 000000000BB6 25754226130944 25752623906816
0000005409AF 000000001502 46200287920128 46196668235776
0000015D7927 00000000575E 192124955918336 192122477084672
000001A3B494 0000000068ED 230735478784000 230734233075712
000001A5278C 00000000694A 231532123914240 231533096992768
00000144641C 000000005119 178335866945536 178335632064512
00000177A90C 000000005DEA 206521455607808 206519207460864
000000748220 000000001D21 64051119915008 64055142252544
000000C0FE40 000000003040 106099118178304 106102872080384
000000DEB122 0000000037AC 122426184695808 122423747805184
0000010FB4C8 0000000043ED 149372054536192 149370372620288
00000113239E 0000000044C9 151259340341248 151260158230528
000000251B34 000000000947 20399387574272 20401094656000
000000615A9E 000000001857 53520912875520 53523882442752
0000011EC8EF 0000000047B2 157661664378880 157659659501568
0000018118E6 000000006046 211709461528576 211707527954432
000000DCDD83 000000003737 121421976043520 121418725457920
000001539788 0000000054E6 186692631789568 186693638422528
0000019A349F 00000000668D 225512886632448 225511552843776
000001F4FC4C 000000007D3F 275419710357504 275419072823296
0000008039C5 00000000200E 70492803301376 70489003261952
000000DB295F 0000000036CA 120485366988800 120482422587392
000001FCB33D 000000007F2D 279660868927488 279662500511744
000001EB5C00 000000007AD7 270127673114624 270127673114624
0000016BA9CD 000000005AEA 199926009036800 199922137694208
0000017E7F3C 000000005FA0 210279954644992 210281598812160
0000004BFC25 0000000012FF 41773166493696 41772851920896
0000000FDF2E 0000000003F8 8725616132096 8727373545472
000000624FED 000000001894 54047709069312 54047868452864
000001BB04DF 000000006EC1 243552290340864 243550415486976
0000017958D7 000000005E56 207448723947520 207446920396800
0000010CD76F 000000004336 147797198241792 147798414589952
000000FA86FC 000000003EA2 137728830210048 137731011248128
0000010D755D 00000000435D 148136353857536 148133422039040
000001373F78 000000004DD0 171110360416256 171111497072640
00000082BA35 0000000020AF 71868132360192 71871982731264
0000009A4848 000000002692 84817618141184 84817014161408
0000004B3A8E 0000000012CF 41357435469824 41360535060480
00000084BEA1 000000002130 72977144086528 72980084293632
000000C4E620 00000000313A 108246329196544 108250355728384
000001EB488B 000000007AD2 270085893652480 270084723441664
000000794382 000000001E51 66665429598208 66666482368512
0000001224C6 000000000489 9974575005696 9972914061312
000001A6143A 000000006985 232040389672960 232039903133696
0000003EA4EB 000000000FA9 34439023296512 34437047779328
000000A7C33A 0000000029F1 92228470964224 92230127714304
000000078392 0000000001E1 4130839986176 4131758538752
000001D28259 0000000074A1 256466132926464 256469677113344
0000018425AE 000000006109 213386176495616 213382565199872
000001EFB16B 000000007BEC 272510130061312 272507084996608
000001263695 00000000498E 161745427496960 161748468367360
0000016CD4BF 000000005B35 200567989207040 200566382788608
000001ED11BF 000000007B44 271067729887232 271063975985152
0000005792FF 0000000015E5 48144431710208 48146583388160
0000008E72E0 00000000239D 78312017756160 78314433675264
000000604A8C 000000001813 52936646328320 52939766890496
000000631D04 0000000018C7 54488140349440 54485955117056
0000015CE76F 00000000573A 191812027285504 191813239439360
00000067CF63 0000000019F4 57070208417792 57071525429248
000001CF49BC 0000000073D2 254695289389056 254691560652800
0000006193DB 000000001865 53643835342848 53644141527040
000001926875 00000000649A 221226161143808 221225175482368
000001266E10 00000000499C 161864570896384 161868727451648
0000017930DB 000000005E4C 207362858156032 207361021050880
0000013DF4D4 000000004F7D 174798361591808 174796579012608
0000018FA75F 0000000063EA 219712000622592 219713346994176
00000020246F 000000000809 17670430785536 17669495455744
00000158F13A 00000000563C 189634030075904 189631396052992
0000004C7A7D 00000000131F 42044483436544 42047729827840
0000013EB7B2 000000004FAE 175216831496192 175217485807616
000001F4B5EC 000000007D2D 275268585390080 275264454000640
0000004CB58A 00000000132D 42171294023680 42167988912128
000000FA330E 000000003E8D 137548596772864 137550622621696
0000012D4257 000000004B51 165618967904256 165622528868352
000000850F03 000000002144 73149764861952 73151882985472
000001C37C67 0000000070DF 248207028256768 248206160035840
000001B7D292 000000006DF5 241795002793984 241798068830208
0000006BB49B 000000001AED 59211719376896 59210419142656
0000008430C8 00000000210C 72672528564224 72670846648320
00000031E268 000000000C79 27424238600192 27427661152256
000000A692C2 0000000029A5 91574629302272 91577292685312
00000055AEF8 00000000156C 47104990904320 47107201302528
00000012C8C6 0000000004B2 10326762323968 10325101379584
000001D31DA7 0000000074C7 256799647203328 256796094627840
0000010B362C 0000000042CE 146901135523840 146905061392384
000000C3F2E8 0000000030FD 107724020908032 107726369718272
000001A43FF6 000000006910 231034801094656 231034880786432
00000043FF27 000000001100 37381575016448 37383395344384
000001C6E30C 0000000071B9 250076718956544 250078765776896
000000BD6C51 000000002F5B 104136456536064 104135777058816
000000570120 0000000015C0 47831175921664 47828755808256
000001CCFAFA 00000000733F 253426642452480 253428840267776
000000D4E590 000000003539 117041214259200 117037858816000
0000018D110B 000000006344 218289657610240 218287417851904
000000A28589 0000000028A1 89347206414336 89343909691392
0000017EA477 000000005FA9 210359910662144 210358908223488
000000315DE1 000000000C57 27139638296576 27135603376128
00000099729A 00000000265D 84358748700672 84361747628032
000001E37F16 0000000078E0 265804973080576 265806936014848
000001741202 000000005D05 204547834249216 204552112439296
00000066A801 0000000019AA 56435878658048 56435870269440
0000004FEE19 0000000013FC 43942024314880 43946105372672
0000012026FB 00000000480A 158413384318976 158415573745664
000000D3ED94 0000000034FB 116508671868928 116505282871296
0000005EE382 0000000017B9 52165620006912 52166672777216
000001A8D3DE 000000006A35 233551446409216 233551731621888
0000010A6C4A 00000000429B 146467595485184 146466974728192
0000013E7ACF 000000004F9F 175086082457600 175088636788736
000000F17EB7 000000003C60 132763273396224 132766029053952
000001FA81B3 000000007EA0 278454972973056 278451319734272
0000013620AC 000000004D88 170494464622592 170493021782016
000000728DD7 000000001CA3 62976761528320 62972810493952
000000E3A1BF 0000000038E8 125141921038336 125138167136256
000001475B67 0000000051D7 179966440374272 179967719636992
00000180EB52 00000000603B 211611579056128 211613038673920
00000160426C 000000005811 193656690573312 193660075376640
000000723CDC 000000001C8F 62802857295872 62801011802112
000000A00FC6 000000002804 87994803421184 87995289960448
0000006CA17B 000000001B28 59720408760320 59717225283584
0000011E01CB 000000004780 157234013143040 157230162771968
000000990487 000000002641 84122366115840 84121229459456
000000CBF3D0 0000000032FD 112124017770496 112124416229376
000001A73CD8 0000000069CF 232677374427136 232675558293504
0000007D8E14 000000001F64 69024587186176 69028714381312
000001381BBE 000000004E07 171583394021376 171583943475200
0000010DA0DD 000000004368 148229765201920 148227911319552
00000088A535 000000002229 75121574281216 75118978007040
000001147107 00000000451C 151975329005568 151973122801664
00000111DFBC 000000004478 150563803103232 150564373528576
0000003C6054 000000000F18 33192211906560 33191507263488
00000089F467 00000000227D 75841396539392 75840532512768
000000A6DBD1 0000000029B7 91731521437696 91731911507968
0000004AE2E1 0000000012B9 41169153163264 41171556499456
00000106E2A6 0000000041B9 144522751246336 144525649510400
000000A29FE0 0000000028A8 89403770798080 89404039233536
000000AFA00A 000000002BE8 96550948700160 96550864814080
000001EC1082 000000007B04 270515314884608 270514220171264
000001FD66EE 000000007F5A 280046749089792 280049047568384
0000002F171F 000000000BC6 25888179617792 25890062860288
00000033852E 000000000CE1 28323551903744 28321014349824
0000011DB7CE 00000000476E 157075128713216 157075543949312
000000AA5B1C 000000002A97 93654148448256 93656056856576
0000008A8354 0000000022A1 76148327317504 76149770158080
00000114072C 000000004502 151748010311680 151749784502272
00000094DEC0 000000002538 81842212438016 81844896792576
000001B265B9 000000006C99 238812470968320 238808771592192
000001D5F3FF 00000000757D 258359458529280 258359462723584
000000D3A471 0000000034E9 116351616155648 116350664048640
000000E3A209 0000000038E9 125142541795328 125146757070848
00000162ABB8 0000000058AB 194982321324032 194982925303808
000001523BF9 00000000548F 185946255392768 185946314113024
000000664595 000000001991 56224519290880 56221121904640
000001ACADC6 000000006B2B 235668663959552 235664855531520
000001C0F6D1 00000000703E 246820638818304 246823180566528
000001D296A8 0000000074A6 256509741105152 256512626786304
000000AEA4D1 000000002BA9 96011456348160 96009698934784
00000108C3E0 000000004231 145556173225984 145556441661440
000001CD00DE 000000007340 253439292473344 253437430202368
0000010170C7 00000000405C 141529435865088 141527762337792
000000DF350A 0000000037CD 122709447016448 122707215646720
000001608D94 000000005823 193818087391232 193814694199296
0000005C3AE6 00000000170F 50704018309120 50706383896576
000001E76314 0000000079D9 267943854211072 267945829728256
000001AA99DE 000000006AA6 234526403985408 234522394230784
000000BCB923 000000002F2E 103751675281408 103749230002176
000001AA34AB 000000006A8D 234309084512256 234307645865984
000001F55E2B 000000007D58 275629891125248 275633821188096
0000009D5D4A 000000002757 86512003710976 86509231276032
0000003A7C7D 000000000E9F 32153173753856 32152125177856
000000BF238A 000000002FC9 105079684202496 105080669863936
000001AA31F1 000000006A8C 234303229263872 234299055931392
0000014D7A41 00000000535F 183331224289280 183334973997056
00000184F94B 00000000613E 213840612556800 213837831733248
000001882313 000000006209 215579600355328 215581588455424
000001378AAF 000000004DE3 171271883063296 171274705829888
0000015AEB8B 0000000056BB 190721336279040 190722317746176
000000F1234A 000000003C49 132566933831680 132568460558336
0000012D232C 000000004B49 165552035201024 165553809391616
000001C7AABF 0000000071EB 250505569763328 250508262506496
0000008005E1 000000002001 70381373227008 70377334112256
0000014F02D4 0000000053C1 184174271004672 184176787587072
00000042B02E 0000000010AC 36662230908928 36661840838656
0000010757C1 0000000041D6 144774233325568 144774757613568
000001852482 000000006149 213933411532800 213932321013760
000001F30C70 000000007CC3 274354864652288 274353920933888
000001F4817C 000000007D20 275155976716288 275152784850944
000000F11A36 000000003C47 132547442900992 132551280689152
00000175F740 000000005D7E 205589883912192 205591494524928
000000B6FA0F 000000002DBF 100592554868736 100596724006912
000000679078 0000000019E4 56935097303040 56934086475776
000000BE9040 000000002FA4 104763379154944 104762842284032
00000011055B 000000000441 9357349617664 9354438770688
00000085493A 000000002152 73274776092672 73272142069760
0000003CB7F1 000000000F2E 33380359995392 33380485824512
000000F820D1 000000003E08 136409918734336 136408161320960
000001F3A3D9 000000007CE9 274680011292672 274680338448384
000001E5C602 000000007972 267056792469504 267061066465280
0000013C7D91 000000004F1F 173992488992768 173989125160960
000001E191E0 000000007864 264745810657280 264741784125440
0000007BF1BF 000000001EFC 68139110891520 68135361183744
0000007FA621 000000001FEA 70175751667712 70179765616640
000001CD2AF7 00000000734B 253529700696064 253531919482880
00000009CEB9 000000000274 5391740043264 5394478923776
00000119DF2F 000000004678 154960671014912 154962420039680
000001AF1248 000000006BC5 236984014471168 236987705458688
000001A4A8FF 00000000692A 231260358180864 231258219085824
0000004205D9 000000001081 36296441462784 36292473651200
0000018A630C 000000006299 216816492216320 216818539036672
000001967A1A 00000000659F 223463075741696 223467148410880
000001C4D131 000000007134 248938867195904 248936304476160
0000000997B6 000000000266 5273599082496 5274219839488
000001014FF8 000000004054 141458979946496 141459042861056
000000097542 00000000025D 5199615754240 5196910428160
000000177150 0000000005DC 12887720460288 12884901888000
00000140D0A5 000000005034 176369921163264 176368537042944
000000950EA8 000000002544 81945094520832 81947976007680
000001C942B9 000000007251 251381692760064 251384435834880
000001B96315 000000006E59 242655090966528 242657062289408
000000957B19 00000000255F 82177970667520 82179904241664
00000021EEDB 00000000087C 18654884265984 18657337933824
0000019ECE68 0000000067B4 228042165190656 228045583548416
000000A71CD1 0000000029C7 91871103680512 91869350461440
000001027008 00000000409C 142077589454848 142077518151680
000001CA6749 00000000729A 252009970139136 252011501060096
0000017321AC 000000005CC8 204031720947712 204028126429184
000000DC0211 000000003701 120950716628992 120954868989952
000000094915 000000000252 5104748986368 5102421147648
0000005D99FC 000000001766 51457973813248 51453708206080
0000017E40AF 000000005F90 210145632059392 210144159858688
000001CA27F6 00000000728A 251873978220544 251874062106624
00000051E9EA 00000000147A 45032547549184 45028437131264
0000012236D9 00000000488E 159546974666752 159549445111808
0000018C6E4F 00000000631C 217940192395264 217943820468224
00000139674C 000000004E5A 172295398096896 172296908046336
000000A09826 000000002826 88287666503680 88287347736576
000000490876 000000001242 40150344138752 40149354283008
000001D1799C 00000000745E 255897607602176 255894151495680
000001F40C74 000000007D03 274904649826304 274903676747776
0000016B35EF 000000005ACD 199677181952000 199673029591040
00000176D49B 000000005DB5 206065241161728 206063940927488
000000486878 00000000121A 39806767726592 39805756899328
0000014C16DB 000000005306 182568016150528 182570469818368
0000014742C1 0000000051D1 179913508257792 179916180029440
000000F074CE 000000003C1D 132192235683840 132190503436288
00000131BDC0 000000004C6F 168083012452352 168079250161664
0000017AC8DE 000000005EB2 208239056650240 208237194379264
000001582F2B 00000000560C 189217292419072 189219079192576
00000116ACF4 0000000045AB 153203530268672 153201483448320
0000012D3008 000000004B4C 165579650498560 165579579195392
000000E74D4A 0000000039D3 127159570006016 127156801765376
00000158A6C0 00000000562A 189474097070080 189476777230336
000001F88D3D 000000007E23 277380241293312 277377577910272
0000009BF7E9 0000000026FE 85744538353664 85744727097344
000000EC5F8A 000000003B18 129947544846336 129948530507776
000001441A8B 000000005107 178177884291072 178181013241856
00000124EE34 00000000493C 161040234971136 161044093730816
0000014BF72B 0000000052FE 182499967762432 182501750341632
000000B8E20E 000000002E39 101640518500352 101644696027136
00000007DD66 0000000001F7 4323740221440 4320737099776
000001F41C92 000000007D07 274939261222912 274938036486144
000001434890 0000000050D2 177726954668032 177725746708480
000001A27E54 0000000068A0 230069217787904 230072808112128
0000016B2A17 000000005ACB 199651747692544 199655849721856
00000174B78D 000000005D2E 204903339261952 204904299757568
000001097386 00000000425D 145933375373312 145934398783488
000001A6AA84 0000000069AB 232363137171456 232366320648192
000000E83C3F 000000003A0F 127672730517504 127672197840896
00000096EE54 0000000025BC 82975177834496 82978768158720
00000144CF81 000000005134 178566499139584 178567560298496
0000019207B4 000000006482 221018379517952 221019017052160
000000469C6B 0000000011A7 38818816196608 38817914421248
0000018A9D51 0000000062A7 216941629276160 216938798120960
000001105D00 000000004417 149733301551104 149731149873152
0000013885D5 000000004E21 171811216031744 171807281774592
000001772481 000000005DC9 206236821749760 206235739619328
000000CA2CA4 00000000328B 111146539417600 111145163685888
0000009B221C 0000000026C9 85285404672000 85289460563968
00000137C893 000000004DF2 171404792168448 171403554848768
0000006CAB45 000000001B2B 59741426417664 59742995087360
000001A83760 000000006A0E 233215381995520 233216724172800
0000011ECF2F 0000000047B4 157675090345984 157676839370752
000001DAA30A 0000000076A9 260934383697920 260936443101184
000000F7F7D8 000000003DFE 136321930625024 136322261975040
000001715E44 000000005C58 203062329212928 203066053754880
0000012994CF 000000004A65 163597040746496 163595304304640
000000FAC508 000000003EB1 137862079053824 137859860267008
0000005EEB47 0000000017BB 52182300753920 52183852646400
000000F03CA5 000000003C0F 132071628472320 132070244352000
0000006124C5 000000001849 53405280108544 53403623358464
000000834790 0000000020D2 72171695112192 72172630441984
000000B2771D 000000002C9E 98112332890112 98114232909824
000001FCBF03 000000007F30 279686147997696 279688270315520
00000044AEFC 00000000112C 37759171428352 37761352466432
000000F6B122 000000003DAC 135620324229120 135617887338496
000001338A8D 000000004CE3 169072574595072 169075682574336
